월,날짜,내용,금액,대분류,소분류,지출방법,태그
7월,2026-07-15,네이버파이낸셜 (주)-따릉이(서울시,5000,교통비,대중교통,M가족,
7월,2026-07-15,위드아이스역곡점,600,식비,카페/디저트,M본인,
7월,2026-07-15,컴포즈커피부천건 주병원점,2900,건강,병원/약국,M본인,
7월,2026-07-15,네이버페이,9400,⚠️확인필요,,M가족,
7월,2026-07-15,네이버파이낸셜 (주)-오아시스마켓,33446,식비,식재료(온라인),M본인,
7월,2026-07-15,한국도로공사,900,자동차,통행료,M본인,
7월,2026-07-16,케이에너지,60000,교통비,주유비,M본인,
7월,2026-07-16,케이에너지,4000,교통비,주유비,M본인,
7월,2026-07-16,네이버파이낸셜 (주)-오아시스마켓,59820,식비,식재료(온라인),M본인,
7월,2026-07-16,한국정보통신-컴포 즈커피부천카톨릭,2900,식비,카페/디저트,M본인,
7월,2026-07-16,커피투어,4900,식비,카페/디저트,M가족,
7월,2026-07-17,KCP-한국맥도날드 유한회사,6500,식비,카페/디저트,M본인,
7월,2026-07-17,다이소아성산업,8000,생활용품,생필품/소모품,M본인,
7월,2026-07-17,씨유CU역곡센트레 빌점,1250,식비,식재료(오프),M가족,
7월,2026-07-17,씨유CU역곡센트레 빌점,4100,식비,식재료(오프),M가족,
7월,2026-07-17,토스페이먼츠-주식 회사와이텐플러스,31300,⚠️확인필요,,M가족,
7월,2026-07-18,네이버파이낸셜 (주)-더에르고,72323,⚠️확인필요,,M가족,
7월,2026-07-18,스페이스작,76500,식비,외식(가족),M가족,
7월,2026-07-19,네이버페이,35000,⚠️확인필요,,M가족,
7월,2026-07-19,KCP-쿠팡,49000,생활용품,생필품/소모품,M가족,
7월,2026-07-20,계경목장,11000,⚠️확인필요,,M가족,
7월,2026-07-20,설아아이스크림구 로항동점,3100,식비,카페/디저트,M본인,
7월,2026-07-20,KT 인터넷 (용산),35380,고정지출,인터넷,M본인,
7월,2026-07-20,KT 인터넷 (부천),23100,고정지출,인터넷,M본인,
7월,2026-07-20,KT 통신 (59-5210),0,고정지출,통신(브),M본인,
7월,2026-07-21,네이버파이낸셜 (주)-오아시스마켓,56170,식비,식재료(온라인),M가족,
7월,2026-07-22,서촌전통순대국,11000,식비,외식(가족),M가족,
7월,2026-07-22,역곡태평양약국,9000,건강,병원/약국,M본인,
7월,2026-07-22,이마트24부천가톨 릭점,11900,식비,마트,M가족,
7월,2026-07-22,찰찰보리식빵,3300,식비,카페/디저트,M본인,
7월,2026-07-22,하동마트,12380,식비,마트,M본인,
7월,2026-07-22,박내과의원,5600,건강,병원/약국,M본인,
7월,2026-07-23,KCP-쿠팡,19800,생활용품,생필품/소모품,M본인,
7월,2026-07-23,삼성화재 주택화재보험,16000,고정지출,보험(주택화재),M본인,
7월,2026-07-24,네이버페이,3300,⚠️확인필요,,M가족,
7월,2026-07-24,네이버플러스 멤버십,4900,고정지출,구독,M가족,
7월,2026-07-25,망향비빔국수대야 점,22000,식비,외식(가족),M가족,
7월,2026-07-25,이마트24대부도점,7100,식비,마트,M본인,
7월,2026-07-26,한국정보통신-쿠팡,25000,생활용품,생필품/소모품,M가족,
7월,2026-07-27,돈면가,19000,식비,외식(가족),M본인,
7월,2026-07-27,엘지씨엔에스-대법 원,700,⚠️확인필요,,M본인,
7월,2026-07-27,네이버파이낸셜 (주)-오아시스마켓,70836,식비,식재료(온라인),M본인,
7월,2026-07-28,모바일티머니선불 형,30000,교통비,대중교통,M가족,
7월,2026-07-28,타임앤코 구독,4900,고정지출,구독,M가족,
7월,2026-07-29,신세계 동빙고(강남),23500,식비,카페/디저트,M본인,
7월,2026-07-29,케이에너지,4000,교통비,주유비,M본인,
7월,2026-07-29,신세계센트럴 주차,2800,자동차,주차비,M본인,
7월,2026-07-29,8클로버,16000,식비,카페/디저트,M본인,
7월,2026-07-29,신세계 어나더팜,900,식비,외식(가족),M본인,
7월,2026-07-29,케이에너지,60000,교통비,주유비,M본인,
7월,2026-07-30,(주)스마트로-부천 시청(도시공사),200,식비,마트,M본인,
7월,2026-07-31,연세키즈투틴치과 의원,61500,건강,병원/약국,M가족,
7월,2026-07-31,KCP-쿠팡페이주식 회사,6900,생활용품,생필품/소모품,M본인,
7월,2026-07-10,ANTHROPIC Claude ($20),30642,고정지출,구독(Claude),M본인,
7월,2026-07-13,ANTHROPIC Claude ($22),33663,고정지출,구독(Claude),M가족,
7월,2026-07-13,삼성화재다이렉트 자동차보험 (할부 3/1),170550,고정지출,보험(자동차),M본인,할부
